"xià kè";"off class";"chinese phrases"
"xiūxí";"take a break";"chinese phrases"
"gōngkè";"assigment";"chinese phrases"
"kǎoshì";"test";"chinese phrases"
"Nǐ shuō shénme?";"What did you say?";"chinese phrases"
"Yǒu méiyǒu wèntí?";"Any question?";"chinese phrases"
"Wǒ shi xuéshēng. Wǒ bú shi lǎoshī.";"I am a student. I am not a teacher.";"chinese phrases"
"Wǒ shi xuéshēng, bú shì lǎoshī.";"I am a student, not a teacher.";"chinese phrases"
"Wǒ yǒu dian’nao.";"I have a computer.";"chinese phrases"
"Wǒ yě yǒu shǒujī.";"I also have a cellphone.";"chinese phrases"
"Wǒmen dōu yǒu bǐ.";"We all have pens.";"chinese phrases"
"Wǒmen dōu méiyǒu shū.";"We all do not have books.";"chinese phrases"
"Wǒ yǒu liǎng bēi chá.";"I have two cups of tea.";"chinese phrases"
"Zhè shì shénme?";"What is this?";"chinese phrases"
"Nà shì miànbāo.";"That is a bread.";"chinese phrases"
"Ni yào chá ma? = Ni yào bú yào chá?";"Do you want tea?";"chinese phrases"
"Wǒ yào bīng kāfēi.";"I want ice coffee.";"chinese phrases"
"Wǒ yào rè chá.";"I want hot tea.";"chinese phrases"
"Wǒ (bú) yào táng.";"I don’t want sugar.";"chinese phrases"
"Wǒ bú yào là";"I do not want (it) spicy.";"chinese phrases"
"Wǒ (bú) huì yóuyǒng.";"I can (not) swim.";"chinese phrases"
"Nǐ huì yóuyǒng ma? = Nǐ huì bú huì yóuyǒng?";"Can you swim?";"chinese phrases"
"Wǒ bú huì shuō Zhōngwén.";"I can not speak Chinese.";"chinese phrases"
"Wǒ (bú) zhīdào.";"I (don`t) know.";"chinese phrases"
"Nǐ dǒng Yīngwén ma?";"Do you understand English?";"chinese phrases"
"Wǒ dǒng yīdiǎnér Zhōngwén.";"I understand a little Chinese.";"chinese phrases"
"Wǒmen dōu bù xǐhuān tā.";"We all do not like him.";"chinese phrases"
"Tāmen bù dōu shì Yìnní rén.";"They are not all Indonesian.";"chinese phrases"
"Tāmen dōu bú shì Yìnní rén.";"All ofthem are not Indonesian.";"chinese phrases"
"Wǒ hěn xǐhuān chī bāozi.";"I like to eat bun very much.";"chinese phrases"
"Bāozi hěn hǎo chī.";"Bun is very delicious.";"chinese phrases"
"Wǒ bù xǐhuān chī bāozi.";"I do not like to eat bun.";"chinese phrases"
"Wǒ bbù tài xǐhuān chī bāozi.";"I do not like to eat bun very much.";"chinese phrases"
"Nǐ tàitài xǐhuān h1e chá ma?";"Does your wife like to drink tea?";"chinese phrases"
"Nǐ xiānshēng xǐhuān kàn diànyǐng ma?";"Does your husband like to go to a movie?";"chinese phrases"
"Nǐ xǐ huān kāfēi mā?";"Do you like coffee?";"chinese grammar questions"
"shénme";"what";"chinese grammar questions"
"Nǐ yào shénme?";"What do you want?";"chinese grammar questions"
"Wǒ (bú) huì yóyǒng.";"I can (not) swim.";"chinese grammar questions"
"Wǒ bú shuō Zhōngwén.";"I can not speak Chinese.";"chinese grammar questions"
"Shéi yǒu bǐ?";"Who has a pen?";"chinese grammar questions"
"Lǎoshī yǒu bǐ.";"The teacher has a pen.";"chinese grammar questions"
"Shéi xǐhuān chá?";"Who likes tea?";"chinese grammar questions"
"Shéi shì Fǎguǒ rén?";"Who is French?";"chinese grammar questions"
"Tā shì shéi?";"Who is he/she?";"chinese grammar questions"
"Tā shì wǒ bàbà.";"He is my father.";"chinese grammar questions"
"Wǒ bù chī zhūròu.";"I do not eat pork.";"chinese grammar negative-sentence"
"Wǒ bù hē kāfēi.";"I (never) drink coffee.";"chinese grammar negative-sentence"
"Wǒ méi hē.";"I don't drink (now).";"chinese grammar negative-sentence"
"yī (一)";"1";"chinese grammar numbers"
"èr (二)";"2";"chinese grammar numbers"
"sān (三)";"3";"chinese grammar numbers"
"sì (四)";"4";"chinese grammar numbers"
"wǔ (五)";"5";"chinese grammar numbers"
"liù (六)";"6";"chinese grammar numbers"
"qī (七)";"7";"chinese grammar numbers"
"bā (八)";"8";"chinese grammar numbers"
"jiǔ (九)";"9";"chinese grammar numbers"
"shí (十)";"10";"chinese grammar numbers"
"shí yī";"11";"chinese grammar numbers"
"shí èr";"12";"chinese grammar numbers"
"èr shí sān";"23";"chinese grammar numbers"
"sān shí";"30";"chinese grammar numbers"
"sì shí";"40";"chinese grammar numbers"
"y4bǎi (一百)";"100";"chinese grammar numbers"
"shí 拾";"ten (10)";"chinese grammar numbers"
"bǎi 百";"hundred (100)";"chinese grammar numbers"
"qiān 千";"thousand (1000)";"chinese grammar numbers"
"wàn 萬";"ten thousand (10000)";"chinese grammar numbers"
"máo 毛";"ten cents (0.1)";"chinese grammar numbers"
"fēn 分";"one cent (0.01)";"chinese grammar numbers"
"Yígòng duōshǎo qián?";"Totally how much money?";"chinese grammar numbers"
"Nǐde shǒujī jǐ hào?";"Your phone number?";"chinese grammar numbers"
"Nǐ gěi wǒ nǐde hào mā?";"Give me yourphone number?";"chinese grammar numbers"
"Yī gè rén";"One person";"chinese grammar measure-words"
"Liǎng gè rén";"Two persons";"chinese grammar measure-words"
"Sān gè rén";"Three persons";"chinese grammar measure-words"
"Yī běn shū";"One book";"chinese grammar measure-words"
"Yī zhī bǐ";"One pen";"chinese grammar measure-words"
"Yī píng pí jiù";"One bottle of beer";"chinese grammar measure-words"
"Yī bēi ká fei";"One cup of coffee";"chinese grammar measure-words"
"bēi zi";"cup";"chinese grammar measure-words"
"píng zi";"bottle";"chinese grammar measure-words"
"guàn zi";"tin can";"chinese grammar measure-words"
"yìběn shū";"1 book";"chinese grammar measure-words"
"liǎng zhī bǐ";"2 pens";"chinese grammar measure-words"
"sān wǎn fàn";"3 bowls of rice";"chinese grammar measure-words"
"sì píng kělè";"4 bottles of coke";"chinese grammar measure-words"
"wǔn guàn píjiǔ";"5 cans of beer";"chinese grammar measure-words"
"lìu wèi xiàojiě";"6 ladies";"chinese grammar measure-words"
"qī liàng chē";"7 cars";"chinese grammar measure-words"
"bā bēi nǎichá";"8 cups/glasses of milk tea";"chinese grammar measure-words"
"jiǔ shuāng xié";"9 pairs of shoes";"chinese grammar measure-words"
"shí jián yīfú";"10 clothes";"chinese grammar measure-words"
"zhè gè";"this one";"chinese grammar measure-words"
"nà gè";"that one";"chinese grammar measure-words"
"Yì bēi nǎichá jǐ kuài qián?";"How much is a cup of milk tea?";"chinese grammar measure-words"
"Duò shǎo qián?";"How much money?";"chinese grammar measure-words"
"Shéide?";"Whoose?";"chinese grammar possessive-pronouns"
"wǒde";"my, mine";"chinese grammar possessive-pronouns"
"nǐde";"your, yours (singular)";"chinese grammar possessive-pronouns"
"tāde";"his, her, hers";"chinese grammar possessive-pronouns"
"wǒmende";"our, ours";"chinese grammar possessive-pronouns"
"nǐmende";"your, yours (plural)";"chinese grammar possessive-pronouns"
"tāmende";"their, theirs";"chinese grammar possessive-pronouns"
"wǒde péngyǒu";"my friend";"chinese grammar possessive-pronouns"
"wǒmende tóngxué";"our classmates";"chinese grammar possessive-pronouns"
"Zhè shì shèide shǒu jī?";"Whoose cellphone is this?";"chinese grammar possessive-pronouns"
"Wǒ de péng yǒu de shǒu jī";"My friend's cellphone";"chinese grammar possessive-pronouns"
"Jacob de";"Jacob's";"chinese grammar possessive-pronouns"
"wǒ papa";"my father";"chinese grammar possessive-pronouns"
"tiān (天)";"sky, day";"chinese grammar time"
"rì (日)";"sun, day";"chinese grammar time"
"yuè (月)";"moon";"chinese grammar time"
"míng (明)";"bright";"chinese grammar time"
"qiántiān";"day before yesterday";"chinese grammar time"
"zuótiān";"yesterday";"chinese grammar time"
"jīntiān";"today";"chinese grammar time"
"míngtiān";"tomorrow";"chinese grammar time"
"hòutiān";"day after tomorrow";"chinese grammar time"
"qiánnián";"year before last year";"chinese grammar time"
"qùnián";"last year";"chinese grammar time"
"jīnnián";"this year";"chinese grammar time"
"mī2gnián";"next year";"chinese grammar time"
"hòunián";"year after next year";"chinese grammar time"
"shàng gè lǐbài";"next week";"chinese grammar time"
"xià gè lǐbài";"last week";"chinese grammar time"
"lǐbàiyī";"Monday";"chinese grammar time"
"lǐbàièr";"Tuesday";"chinese grammar time"
"lǐbàisān";"Wednesday";"chinese grammar time"
"lǐbàisì";"Thursday";"chinese grammar time"
"lǐbàiwǔ";"Friday";"chinese grammar time"
"lǐbàiliù";"Saturday";"chinese grammar time"
"lǐbàitiān";"Sunday";"chinese grammar time"
"zǎoshàng";"morning";"chinese grammar time"
"zhōngwǔ";"noon";"chinese grammar time"
"xiǎwǔ";"afternoon";"chinese grammar time"
"wǎnshàng";"evening";"chinese grammar time"
"zhōngfen";"lunch";"chinese grammar time"
"nín zǎo / zǎoān";"Good morning!";"chinese grammar time"
"wǎnān";"Good night!";"chinese grammar time"
"Jīntiān jǐ yuè jǐ hào?";"What date is today?";"chinese grammar time"
"Jīntiān shì shíyuè shíyī hào.";"Today is October eleven.";"chinese grammar time"
"Jīntiān shì lǐbài jǐ?";"What day is today?";"chinese grammar time"
"Jīntiān shì lǐbàisì.";"Today is Thursday.";"chinese grammar time"
"Wo chī le.";"I ate.";"chinese grammar tenses past"
"Wǒ zuótiān qù yóuyǒng.";"I went swimming yesterday.";"chinese grammar tenses past"
"Wǒ jīntiān mǎi le kāfēi.";"I bought coffee today.";"chinese grammar tenses past"
"Tā zài chī miàn bāo.";"He is eating a bread right now.";"chinese grammar tenses continuous"
"Nǐ zài zuò shénme?";"What are you doing?";"chinese grammar tenses continuous"
"nǎlǐ / nǎ(é)r";"where";"chinese grammar places"
"nàlǐ";"there";"chinese grammar places"
"zhèlǐ zhē(é)r";"here";"chinese grammar places"
"Nǐ qù nǎlǐ?";"Where do you go?";"chinese grammar places"
"Wǒ qù jìoshì.";"I go to the classroom.";"chinese grammar places"
"Wǒ huí sùshè.";"I return to the dormitory.";"chinese grammar places"
"Nǐ yào qù nǎlǐ?";"Where will you go?";"chinese grammar places"
"Nǐ yào (gēn wǒ) yèshì mā?";"Will you go to night market (with me)?";"chinese grammar places"
"Cèsuǒ zài nǎlǐ?";"Where is the toilet?";"chinese grammar places"
"Cèsuǒ zài nàlǐ.";"The toilet is there.";"chinese grammar places"
"Tā zài nǎlǐ?";"Where is he?";"chinese grammar places"
"Tā zài xuéxiào.";"He is in the school.";"chinese grammar places"
"Nǐ zài nǎlǐ?";"Where are you?";"chinese grammar places"
"húi";"return";"chinese grammar places"
"húi jià";"return home";"chinese grammar places"
"Tā zài nǎlǐ mǎi shuǐ?";"Where did she buy the water?";"chinese grammar places"
"Tā zài 7-11 mǎi (le) shuǐ (le).";"She bought water at 7-11.";"chinese grammar places"
"xuéxiào";"school";"chinese grammar places"
"shàng kě";"class room";"chinese grammar places"
"yóu yǒng chi";"swimming pool";"chinese grammar places"
"cāntīng";"restaurant, canteen";"chinese grammar places"
"cèsuǒ";"toilet";"chinese grammar places"
"yèshì";"night market";"chinese grammar places"
"yè diàn";"pub";"chinese grammar places"
"shū diàn";"book store";"chinese grammar places"
"diàn yǐng yuǎn";"cinema";"chinese grammar places"
"chē zhàn";"trai/bus station";"chinese grammar places"
"Tái kē dà";"NTUST";"chinese grammar places"
"jiàoshì";"classroom";"chinese grammar places"
"shíyànshì";"laboratory";"chinese grammar places"
"sùshè";"dormitory";"chinese grammar places"
"tǐyùguǎn";"gym";"chinese grammar places"
"yónjú";"post office";"chinese grammar places"
"dālon";"building";"chinese grammar places"
"Wǒ mǎi yīfú.";"I bought clothes.";"chinese grammar sentence-expansion"
"Wǒ zài yèshì mǎi yīfú.";"I went to a night market to buy clothes.";"chinese grammar sentence-expansion"
"Wǒ zuótiān zài yèshì mǎi yīfú.";"I went to a night market to buy clothes yesterday.";"chinese grammar sentence-expansion"
"Wǒ yào mǎi yīfú.";"I want to buy clothes.";"chinese grammar sentence-expansion"
"Wǒ yào qù yèshì mǎi yīfú.";"I want to go to a night market to buy clothes.";"chinese grammar sentence-expansion"
"Wǒ míngtiān yào qù yèshì mǎi yīfú.";"I will go to a night market to buy clothes tomorrow.";"chinese grammar sentence-expansion"
"dōu";"all";"chinese grammar particles"
"Wǒmen dōu shì xuéshēng.";"We are all students.";"chinese grammar particles"
"Wǒmen dōu zài jiàoshi.";"We are all in the classroom.";"chinese grammar particles"
"Wǒmen dōu yǒu bǐ.";"We all have pens.";"chinese grammar particles"
"Shuǐ kāfēi hé chá wǒ dōu xǐhuān.";"Water, coffee and tea, I like them all.";"chinese grammar particles"
"kěshì";"but";"chinese grammar particles"
"Wǒ xǐhuān chá, kěshì bùxǐhuān píjiǔ.";"I like tea but not beer.";"chinese grammar particles"
"Tā hěn máng, kěshì búèi.";"He is busy but not tired.";"chinese grammar particles"
"Tā hěn kě, kěshì bú è.";"He is thirsty but not hungry.";"chinese grammar particles"
"hé = hái yǒu";"and";"chinese grammar particles"
"nǐ hé tā";"you and him";"chinese grammar particles"
"Wǒ xǐhuān kāfēi hé chá?";"I like coffee and tea.";"chinese grammar particles"
"hái shì";"or (for question)";"chinese grammar particles"
"Nǐ xǐhuān chē shuǐ hái chá?";"Do you like to dink water or tea?";"chinese grammar particles"
"Wǒ dōu xǐhuān.";"I like both.";"chinese grammar particles"
"huò shì";"or (for sentence)";"chinese grammar particles"
"Wǒ yaò kāfēi huò shì chá.";"I want coffee or tea.";"chinese grammar particles"
"hěn";"very";"chinese grammar particles"
"Jīntiān tiānqì hěn hǎo.";"The weather is very good today.";"chinese grammar particles"
"hěn rè";"very hot";"chinese grammar particles"
"hěn lěng";"very cold";"chinese grammar particles"
"bù lěng yě bú rè";"not cold nor hot";"chinese grammar particles"
"Shéi hěn gāo?";"Who is very tall?";"chinese grammar particles"
"Déguó chē hěn guì.";"German cars are very expensive.";"chinese grammar particles"
"Jiékè de píjiǔ hěn yǒumíng.";"Czech beer is very famous.";"chinese grammar particles"
"něi";"which";"chinese grammar particles"
"Nǐ xǐhuān něi liàng chē?";"Which car do you like?";"chinese grammar particles"
"Nǐ xǐhuān něiguó píjiǔ?";"Which beer do you like?";"chinese grammar particles"
"Něi liàng chē shì Déguó chē?";"Which car is a German car?";"chinese grammar particles"
"duō";"many";"chinese grammar particles"
"Tā mǎi shuǐguǒ.";"He buys fruit.";"chinese grammar particles"
"Tā mǎi le shuǐguǒ.";"He bought fruit.";"chinese grammar particles"
"Tā mǎi le hěn duō shuǐguǒ.";"He bought many fruits.";"chinese grammar particles"
"Tā Jīntiān maǐ le hěn duō shuǐguǒ.";"He bought many fruits today.";"chinese grammar particles"
"Tāde shìyǒu yě maǐle shuǐguǒ.";"His roommate also bought fruits.";"chinese grammar particles"
"tài";"too";"chinese grammar particles"
"Zhèi zhī shǒujī tài guì.";"This cell phone is too expensive.";"chinese grammar particles"
"Tā hēle tài duō píjiǔ.";"She drank too much beer.";"chinese grammar particles"
"Wǒde qián tài shǎo.";"My money is too little.";"chinese grammar particles"
"Gòu le";"Enough";"chinese grammar particles"
"Bú gòu";"Not enough";"chinese grammar particles"
"yidiǎn";"little";"chinese grammar particles"
"duō yidiǎn";"a little mere";"chinese grammar particles"
"piányí yidiǎn";"cheaper";"chinese grammar particles"
"Màm yidiǎn.";"Slow down. More slowly.";"chinese grammar particles"
"Zhèi shuāng tàixiǎo, wǒ yào dà yidiǎn de.";"This pair is too small, I want a bigger  one.";"chinese grammar particles"
"Wǒ yào dà hào de.";"I want a large one.";"chinese grammar particles"
"zhōng hào";"Medium";"chinese grammar particles"
"xiǎo hào";"Small";"chinese grammar particles"
"tè dà hào";"Extra large";"chinese grammar particles"
"Nèi jiàn tài duǎn, chang yìdiǎn.";"That one is too short, longer.";"chinese grammar particles"
"Wǒ yào huàn yīfú.";"I want to change clothes.";"chinese grammar particles"
"Kě bùkěyǐ 1à yìdiǎn?";"May I have it hotter?";"chinese grammar particles"
"Zhèiběn shū hěn hǎokàn.";"This book is interesting. (good look)";"chinese grammar particles"
"Nèizhī bǐ hěn hǎochī.";"That pen is good to write.";"chinese grammar particles"
"Niúròumiàn hěn hǎochī.";"Beef noodles are tasty.(good to eat)";"chinese grammar particles"
"Něizhǒng dōngxī hěn nánchī?";"Which kind of things are disgusting?";"chinese grammar particles"
"Shénme hěn nán chī?";"What is awful to eat?";"chinese grammar particles"
"Yìzhī bǐ, liǎngběn shū, yígòng duōshǎo qián?";"A pen, two books, altogether how much are they?";"chinese grammar particles"
